Código da matéria;Nome da completo matéria;Campus;Horários;Docente teoria;Docente pratica;Arquivo_Origem
DA1ESHP023-22SB;HISTÓRIA DAS INSTITUIÇÕES POLÍTICAS BRASILEIRAS;SB;"Teoria: segunda das 08:00 às 10:00, semanal; quarta das 10:00 às 12:00, semanal";IVAN FILIPE DE ALMEIDA LOPES FERNANDES;-;Resultados da classificação__.pdf
DA1ESHC020-17SB;HISTÓRIA ECONÔMICA GERAL;SB;"Teoria: segunda das 10:00 às 12:00, semanal; quinta das 08:00 às 10:00, semanal";PEDRO ROMERO MARQUES;-;Resultados da classificação__.pdf
DA1LHE0001-19SB;HISTÓRIA, EUROCENTRISMO E PÓS-COLONIALISMO;SB;"Teoria: quarta das 08:00 às 10:00, semanal; sexta das 10:00 às 12:00, semanal";SONIA ANDRE;-;Resultados da classificação__.pdf
DA1LHZ0021-19SB;HISTÓRIA, PATRIMÔNIO E MEMÓRIA;SB;"Prática: quarta das 08:00 às 10:00, semanal; sexta das 10:00 às 12:00, semanal";MARCELO CARDOSO DE PAIVA;-;Resultados da classificação__.pdf
DA1BHQ0001-15SB;IDENTIDADE E CULTURA;SB;Teoria: sexta das 10:00 às 13:00, semanal;ARLENE MARTINEZ RICOLDI;-;Resultados da classificação__.pdf
DA1ESMA002-23SB;INOVAÇÕES PARA ENGENHARIA;SB;Prática: quinta das 08:00 às 10:00, semanal;-;MARCIA MAYUMI OMI SIMBARA;Resultados da classificação__.pdf
DA2ESMA002-23SB;INOVAÇÕES PARA ENGENHARIA;SB;Prática: quinta das 08:00 às 10:00, semanal;-;WALLACE GUSMAO FERREIRA;Resultados da classificação__.pdf
DA1ESZB031-17SB;INSTALAÇÕES HOSPITALARES;SB;"Teoria: quarta das 10:00 às 12:00, semanal; segunda das 08:00 às 10:00, semanal";TIAGO RIBEIRO DE OLIVEIRA;-;Resultados da classificação__.pdf
DA1ESHR008-21SB;INTEGRAÇÃO REGIONAL - TEORIAS E EXPERIÊNCIAS;SB;"Teoria: segunda das 08:00 às 10:00, semanal; quarta das 10:00 às 12:00, semanal";VIVIAN DANIELE ROCHA GABRIEL;-;Resultados da classificação__.pdf
DA1BHQ0003-15SB;INTERPRETAÇÕES DO BRASIL;SB;"Teoria: segunda das 08:00 às 10:00, semanal; quarta das 10:00 às 12:00, semanal";CRISTINA MARIA DE CASTRO;-;Resultados da classificação__.pdf
DA1ESHR011-21SB;INTRODUÇÃO AO DIREITO E FUNDAMENTOS DO DIREITO INTERNACIONAL;SB;"Teoria: quarta das 08:00 às 10:00, semanal; sexta das 10:00 às 12:00, semanal";CRISTINE KOEHLER ZANELLA;-;Resultados da classificação__.pdf
DA1BHO0002-19SB;INTRODUÇÃO AO PENSAMENTO ECONÔMICO;SB;"Teoria: quarta das 10:00 às 12:00, quinzenal I; sexta das 08:00 às 10:00, semanal";MARIA LUIZA LEVI PAHIM;-;Resultados da classificação__.pdf
DB1BHO0002-19SB;INTRODUÇÃO AO PENSAMENTO ECONÔMICO;SB;"Teoria: quarta das 08:00 às 10:00, quinzenal I; sexta das 10:00 às 12:00, semanal";MARIA LUIZA LEVI PAHIM;-;Resultados da classificação__.pdf
DA1ESTG017-17SB;INTRODUÇÃO AOS PROCESSOS DE FABRICAÇÃO METAL MECÂNICO;SB;Teoria: quarta das 08:00 às 12:00, semanal | Prática: sexta das 08:00 às 10:00, semanal;GUILHERME CANUTO DA SILVA;GUILHERME CANUTO DA SILVA;Resultados da classificação__.pdf
DA2ESTG017-17SB;INTRODUÇÃO AOS PROCESSOS DE FABRICAÇÃO METAL MECÂNICO;SB;Teoria: quarta das 08:00 às 12:00, semanal | Prática: sexta das 10:00 às 12:00, semanal;GUILHERME CANUTO DA SILVA;GUILHERME CANUTO DA SILVA;Resultados da classificação__.pdf
DA1BHO1102-19SB;INTRODUÇÃO À ECONOMIA;SB;"Teoria: terça das 10:00 às 12:00, quinzenal II; sexta das 08:00 às 10:00, semanal";DARLENE RAMOS DIAS;-;Resultados da classificação__.pdf
DA1MCTC002-15SB;INTRODUÇÃO À NEUROCIÊNCIA;SB;"Teoria: sexta das 08:00 às 10:00, semanal; terça das 10:00 às 12:00, semanal";CRISTIANE OTERO REIS SALUM;-;Resultados da classificação__.pdf
DA1BIN0406-15SB;INTRODUÇÃO À PROBABILIDADE E À ESTATÍSTICA;SB;"Teoria: terça das 16:00 às 18:00, semanal; sexta das 14:00 às 16:00, quinzenal II";IOANNIS PAPAGEORGIOU;-;Resultados da classificação__.pdf
DA1BCN0405-15SB;INTRODUÇÃO ÀS EQUAÇÕES DIFERENCIAIS ORDINÁRIAS;SB;"Teoria: quarta das 14:00 às 16:00, semanal; sexta das 16:00 às 18:00, semanal";CLEBER FERNANDO COLLE;-;Resultados da classificação__.pdf
DA1BHO0001-19SB;INTRODUÇÃO ÀS HUMANIDADES E ÀS CIÊNCIAS SOCIAIS;SB;Teoria: sexta das 08:00 às 10:00, semanal;ANA MARIA DIETRICH;-;Resultados da classificação__.pdf
DA1ESHP014-13SB;INTRODUÇÃO ÀS POLÍTICAS PÚBLICAS;SB;"Teoria: terça das 08:00 às 10:00, semanal; quinta das 10:00 às 12:00, semanal";KLAUS FREY;-;Resultados da classificação__.pdf
DA1ESAE012-23SB;LABORATÓRIO DE NAVEGAÇÃO INERCIAL E GNSS;SB;Prática: sexta das 10:00 às 12:00, semanal;-;LEANDRO BARONI;Resultados da classificação__.pdf
DA1LHE0003-22SB;LABORATÓRIO DE PRÁTICAS INTEGRADORAS II (PCC);SB;"Teoria: segunda das 08:00 às 10:00, semanal; quarta das 10:00 às 12:00, semanal";-;BRUNA MENDES DE VASCONCELLOS;Resultados da classificação__.pdf
DA1ESBM008-23SB;LEGISLAÇÃO RELACIONADA À SAÚDE;SB;Prática: quinta das 10:00 às 12:00, semanal;-;CHRISTIANE BERTACHINI LOMBELLO;Resultados da classificação__.pdf
DA1NHI2049-13SB;LÓGICA BÁSICA;SB;"Teoria: terça das 08:00 às 10:00, semanal; quinta das 10:00 às 12:00, semanal";RAFAEL RIBEIRO SILVA;-;Resultados da classificação__.pdf
DA1ESHC022-17SB;MACROECONOMIA I;SB;"Teoria: terça das 08:00 às 10:00, semanal; quinta das 10:00 às 12:00, semanal";PATRICIA HELENA FERNANDES CUNHA;-;Resultados da classificação__.pdf
DB1ESHC022-17SB;MACROECONOMIA I;SB;"Teoria: quarta das 17:00 às 19:00, semanal; sexta das 17:00 às 19:00, semanal";DANILO FREITAS RAMALHO DA SILVA;-;Resultados da classificação__.pdf
DA1ESTO006-17SB;MATERIAIS E SUAS PROPRIEDADES;SB;"Teoria: terça das 08:00 às 10:00, semanal; quinta das 10:00 às 12:00, quinzenal II | Prática: quinta das 10:00 às 12:00, quinzenal I";FREDERICO AUGUSTO PIRES FERNANDES;SONIA MARIA MALMONGE;Resultados da classificação__.pdf
DI1ESTO015-17SB;MECÂNICA DOS FLUIDOS I;SB;"Teoria: terça das 10:00 às 12:00, semanal; sexta das 08:00 às 10:00, semanal";SUNGKI JUNG;-;Resultados da classificação__.pdf
DA1ESTO008-17SB;MECÂNICA DOS SÓLIDOS I;SB;"Teoria: quarta das 08:00 às 10:00, semanal; sexta das 10:00 às 12:00, semanal";ANDRE SCHWANZ DE LIMA;ANDRE SCHWANZ DE LIMA;Resultados da classificação__.pdf
DA1MCZC013-15SB;MEMÓRIA E APRENDIZAGEM;SB;"Teoria: segunda das 10:00 às 12:00, semanal; quinta das 08:00 às 10:00, semanal";RAQUEL VECCHIO FORNARI, TATIANA LIMA FERREIRA;-;Resultados da classificação__.pdf
DA1ESZP026-13SB;MEMÓRIA, IDENTIDADES SOCIAIS E CIDADANIA NAS SOCIEDADES COMPLEXAS CONTEMPORÂNEAS;SB;"Teoria: segunda das 10:00 às 12:00, semanal; quinta das 08:00 às 10:00, semanal";ALESSANDRA TEIXEIRA;-;Resultados da classificação__.pdf
DA1ESHC025-17SB;MICROECONOMIA I;SB;"Teoria: segunda das 08:00 às 10:00, semanal; quarta das 10:00 às 12:00, semanal";RICARDO BATISTA POLITI;-;Resultados da classificação__.pdf
DA1ESHC029-21SB;MICROECONOMIA III;SB;"Teoria: terça das 17:00 às 19:00, semanal; sexta das 17:00 às 19:00, semanal";JANICE SANTOS VIANA;-;Resultados da classificação__.pdf
DA1ESHT010-17SB;MÉTODOS DE PLANEJAMENTO;SB;"Teoria: terça das 08:00 às 10:00, semanal; quinta das 10:00 às 12:00, semanal";SAN MOMM;SAN MOMM;Resultados da classificação__.pdf
DA1BCM0504-15SB;NATUREZA DA INFORMAÇÃO;SB;"Teoria: terça das 10:00 às 12:00, semanal; sexta das 08:00 às 10:00, quinzenal I";NUNZIO MARCO TORRISI;-;Resultados da classificação__.pdf
DA2BCM0504-15SB;NATUREZA DA INFORMAÇÃO;SB;"Teoria: terça das 10:00 às 12:00, semanal; sexta das 08:00 às 10:00, quinzenal I";AMANDA YUMI AMBRIOLA OKU;-;Resultados da classificação__.pdf
DB1BCM0504-15SB;NATUREZA DA INFORMAÇÃO;SB;"Teoria: terça das 08:00 às 10:00, semanal; sexta das 10:00 às 12:00, quinzenal I";NUNZIO MARCO TORRISI;-;Resultados da classificação__.pdf
DA1MCTC019-20SB;NEUROBIOLOGIA MOLECULAR E CELULAR;SB;"Teoria: sexta das 10:00 às 12:00, semanal; quarta das 08:00 às 10:00, semanal";ANDREZA CANDIDO MATIAS, FERNANDO AUGUSTO DE OLIVEIRA RIBEIRO;-;Resultados da classificação__.pdf
DA1MCTC024-15SB;NEUROETOLOGIA;SB;"Teoria: sexta das 08:00 às 10:00, semanal; terça das 10:00 às 12:00, semanal";RODRIGO PAVAO, TATIANA LIMA FERREIRA;-;Resultados da classificação__.pdf
DA1NHBF151-22SB;OFICINA DE PESQUISA EM FILOSOFIA III;SB;Teoria: segunda das 17:00 às 19:00, semanal;NATHALIE DE ALMEIDA BRESSIANI;-;Resultados da classificação__.pdf
DA1ESHT016-22SB;OFICINA DE PLANEJAMENTO E GOVERNANÇA METROPOLITANA;SB;Prática: quinta das 08:00 às 12:00, semanal;-;SILVANA MARIA ZIONI, JEROEN JOHANNES KLINK;Resultados da classificação__.pdf
DA1ESHT013-22SB;OFICINA DE PLANEJAMENTO MACRO E MESO REGIONAL;SB;Prática: sexta das 08:00 às 12:00, semanal;-;LUCIANA RODRIGUES FAGNONI COSTA TRAVASSOS;Resultados da classificação__.pdf
DA1ESEC004-24SB;OFICINAS EM ECONOMIA E HISTÓRIA DO ABC PAULISTA;SB;Teoria: sexta das 08:00 às 10:00, semanal;JEFFERSON FERREIRA SAAR;JEFFERSON FERREIRA SAAR;Resultados da classificação__.pdf
DA1ESHR017-21SB;ORGANIZAÇÕES INTERNACIONAIS E MULTILATERALISMO;SB;"Teoria: segunda das 10:00 às 12:00, semanal; quinta das 08:00 às 10:00, semanal";BARBARA ILZE SEMENSATO;-;Resultados da classificação__.pdf
DA1ESHP030-22SB;ORÇAMENTO PÚBLICO;SB;"Teoria: quarta das 08:00 às 10:00, semanal; sexta das 10:00 às 12:00, semanal";LUIS FELIPE AIRES MAGALHAES;-;Resultados da classificação__.pdf
DA1BHP0202-15SB;PENSAMENTO CRÍTICO;SB;"Teoria: terça das 08:00 às 10:00, semanal; quinta das 10:00 às 12:00, semanal";DANIEL BORGONI GONCALVES;-;Resultados da classificação__.pdf
DB1BHP0202-15SB;PENSAMENTO CRÍTICO;SB;"Teoria: terça das 10:00 às 12:00, semanal; quinta das 08:00 às 10:00, semanal";DANIEL BORGONI GONCALVES;-;Resultados da classificação__.pdf
DA1ESZG006-17SB;PESQUISA OPERACIONAL APLICADA;SB;Teoria: quinta das 14:30 às 18:30, semanal;CAROLINA CORREA DE CARVALHO;-;Resultados da classificação__.pdf
DA1ESTG014-17SB;PLANEJAMENTO E CONTROLE DA PRODUÇÃO;SB;Teoria: terça das 08:00 às 12:00, semanal | Prática: sexta das 08:00 às 10:00, semanal;GERALDO CARDOSO DE OLIVEIRA NETO;GERALDO CARDOSO DE OLIVEIRA NETO;Resultados da classificação__.pdf
DA2ESTG014-17SB;PLANEJAMENTO E CONTROLE DA PRODUÇÃO;SB;Teoria: terça das 08:00 às 12:00, semanal | Prática: sexta das 10:00 às 12:00, semanal;GERALDO CARDOSO DE OLIVEIRA NETO;GERALDO CARDOSO DE OLIVEIRA NETO;Resultados da classificação__.pdf
DA1ESHT019-17SB;PLANEJAMENTO E POLÍTICA RURAL;SB;"Teoria: quinta das 08:00 às 10:00, semanal; segunda das 10:00 às 12:00, semanal";VANESSA LUCENA EMPINOTTI;-;Resultados da classificação__.pdf
DA1ESHR025-14SB;POLÍTICA EXTERNA BRASILEIRA CONTEMPORÂNEA;SB;"Teoria: terça das 08:00 às 10:00, semanal; quinta das 10:00 às 12:00, semanal";GIORGIO ROMANO SCHUTTE;-;Resultados da classificação__.pdf
DA1ESHT021-17SB;POLÍTICA URBANA;SB;"Teoria: quarta das 10:00 às 12:00, semanal; segunda das 08:00 às 10:00, semanal";ROSANA DENALDI, GUADALUPE MARIA JUNGERS ABIB DE ALMEIDA;-;Resultados da classificação__.pdf
DA1NHI5011-13SB;POLÍTICAS EDUCACIONAIS;SB;"Teoria: quarta das 08:00 às 10:00, quinzenal I; sexta das 10:00 às 12:00, semanal";ALEXANDER DE FREITAS;-;Resultados da classificação__.pdf
DA1ESTO012-17SB;PRINCÍPIOS DE ADMINISTRAÇÃO;SB;Teoria: segunda das 08:00 às 10:00, semanal;FRANCIANE FREITAS SILVEIRA;-;Resultados da classificação__.pdf
DB1ESTO012-17SB;PRINCÍPIOS DE ADMINISTRAÇÃO;SB;Teoria: segunda das 10:00 às 12:00, semanal;FRANCIANE FREITAS SILVEIRA;-;Resultados da classificação__.pdf
DA1MCNC003-23SB;PROCESSAMENTO DE SINAIS NEURAIS;SB;"Prática: quarta das 08:00 às 10:00, semanal; sexta das 10:00 às 12:00, semanal";-;JOAO RICARDO SATO;Resultados da classificação__.pdf
DA1ESTA019-17SB;PROJETO ASSISTIDO POR COMPUTADOR;SB;Prática: quarta das 10:00 às 12:00, semanal;-;CICERO RIBEIRO DE LIMA;Resultados da classificação__.pdf
DI1ESZS028-17SB;PROJETO DE AERONAVES I;SB;"Teoria: terça das 08:00 às 10:00, semanal; quinta das 10:00 às 12:00, semanal";SUNGKI JUNG;-;Resultados da classificação__.pdf
DA1BCS0002-25SB;PROJETO DIRIGIDO;SB;Teoria: segunda das 08:00 às 10:00, semanal;-;MARCIA MAYUMI OMI SIMBARA;Resultados da classificação__.pdf
DB1BCS0002-25SB;PROJETO DIRIGIDO;SB;Teoria: segunda das 10:00 às 12:00, semanal;-;JULIANA CARDINALI REZENDE;Resultados da classificação__.pdf
DA1ESZS033-17SB;PROPULSÃO AEROESPACIAL NÃO-CONVENCIONAL;SB;"Teoria: segunda das 08:00 às 10:00, semanal; quarta das 10:00 às 12:00, semanal";LEONARDO DE OLIVE FERREIRA;-;Resultados da classificação__.pdf
DA1NHH2088-16SB;PRÁTICA DE ENSINO DE FILOSOFIA: CURRÍCULOS;SB;"Teoria: quarta das 08:00 às 10:00, semanal; sexta das 10:00 às 12:00, semanal";JOSE PASCOAL MANTOVANI PEREIRA JUNIOR;-;Resultados da classificação__.pdf
DA1LHZ0025-19SB;PRÁTICA EM MUSEUS, ARQUIVOS E BENS CULTURAIS;SB;"Prática: terça das 10:00 às 12:00, semanal; sexta das 08:00 às 10:00, semanal";PHILIPPE ARTHUR DOS REIS;-;Resultados da classificação__.pdf
DA1BHS0008-23SB;PRÁTICAS COMUNITÁRIAS EM CAMPO;SB;Teoria: terça das 10:00 às 12:00, semanal;LUCIANA NICOLAU FERRARA, GUADALUPE MARIA JUNGERS ABIB DE ALMEIDA;LUCIANA NICOLAU FERRARA, GUADALUPE MARIA JUNGERS ABIB DE ALMEIDA;Resultados da classificação__.pdf
DA1LHZ0029-19SB;PRÁTICAS DE ENSINO DE GEOGRAFIA: PROGRAMAS DE ENSINO;SB;"Teoria: terça das 10:00 às 12:00, semanal; sexta das 08:00 às 10:00, semanal";PATRICIA MIE MATSUO;-;Resultados da classificação__.pdf
DA1LHZ0031-19SB;PRÁTICAS DE ENSINO DE HISTÓRIA: METODOLOGIAS;SB;Teoria: terça das 14:00 às 18:00, semanal;MARIA CLARA SPADA DE CASTRO;-;Resultados da classificação__.pdf
DA1BHS0005-19SB;PRÁTICAS EM CIÊNCIAS E HUMANIDADES;SB;Teoria: quinta das 10:00 às 13:00, semanal;CAMILA CALDEIRA NUNES DIAS;CAMILA CALDEIRA NUNES DIAS;Resultados da classificação__.pdf
DB1BHS0005-19SB;PRÁTICAS EM CIÊNCIAS E HUMANIDADES;SB;Teoria: segunda das 10:00 às 13:00, semanal;MARIA LUIZA LEVI PAHIM;MARIA LUIZA LEVI PAHIM;Resultados da classificação__.pdf
DA1NHZ5023-18SB;PRÁTICAS ESCOLARES EM EDUCAÇÃO ESPECIAL E INCLUSIVA;SB;"Teoria: terça das 08:00 às 10:00, semanal; quinta das 10:00 às 12:00, semanal";PRISCILA BENITEZ AFONSO(INATIVO);PRISCILA BENITEZ AFONSO(INATIVO);Resultados da classificação__.pdf
DA2NHZ5023-18SB;PRÁTICAS ESCOLARES EM EDUCAÇÃO ESPECIAL E INCLUSIVA;SB;"Teoria: terça das 08:00 às 10:00, semanal; quinta das 10:00 às 12:00, semanal";MARIANA OLIVEIRA ARANTES;MARIANA OLIVEIRA ARANTES;Resultados da classificação__.pdf
DA1BCS0004-25SB;PRÁTICAS EXTENSIONISTAS EM LETRAMENTO DIGITAL;SB;"Prática: terça das 16:00 às 18:00, semanal; quinta das 14:00 às 16:00, semanal";-;GEIZA CRISTINA DA SILVA;Resultados da classificação__.pdf
DA1MCTC011-15SB;PSICOLOGIA COGNITIVA;SB;"Teoria: quinta das 10:00 às 12:00, semanal; terça das 08:00 às 10:00, semanal";KATERINA LUKASOVA, YOSSI ZANA;-;Resultados da classificação__.pdf
DA1MCZC022-20SB;PSICOMETRIA;SB;Teoria: quarta das 10:00 às 12:00, semanal | Prática: segunda das 08:00 às 10:00, semanal;PETER MAURICE ERNA CLAESSENS;PETER MAURICE ERNA CLAESSENS;Resultados da classificação__.pdf
DA1ESHC013-21SB;RELAÇÕES COMERCIAIS E DE INVESTIMENTO INTERNACIONAIS;SB;"Teoria: terça das 08:00 às 10:00, semanal; quinta das 10:00 às 12:00, semanal";VINICIUS RUIZ ALBINO DE FREITAS;-;Resultados da classificação__.pdf
DB1ESHC013-21SB;RELAÇÕES COMERCIAIS E DE INVESTIMENTO INTERNACIONAIS;SB;"Teoria: terça das 17:00 às 19:00, semanal; quinta das 17:00 às 19:00, semanal";ELSON RODRIGO DE SOUZA SANTOS;-;Resultados da classificação__.pdf
DA1NHZ2108-18SB;SEMINÁRIOS DE LEITURA;SB;"Teoria: segunda das 08:00 às 10:00, semanal; quarta das 10:00 às 12:00, semanal";CRISTIANE NEGREIROS ABBUD AYOUB;-;Resultados da classificação__.pdf
DA1ESHR016-21SB;SISTEMA FINANCEIRO INTERNACIONAL;SB;"Teoria: terça das 10:00 às 12:00, semanal; sexta das 08:00 às 10:00, semanal";VALERIA LOPES RIBEIRO;-;Resultados da classificação__.pdf
DA1ESTG021-17SB;SISTEMAS CAD/CAE;SB;Prática: segunda das 08:00 às 12:00, semanal;MARCOS VIDO;MARCOS VIDO;Resultados da classificação__.pdf
DB1ESTG021-17SB;SISTEMAS CAD/CAE;SB;Prática: sábado das 08:00 às 12:00, semanal;DELMO ALVES DE MOURA;DELMO ALVES DE MOURA;Resultados da classificação__.pdf
DA1ESTA008-17SB;SISTEMAS DE CONTROLE II;SB;Teoria: segunda das 10:00 às 13:00, semanal | Prática: quinta das 08:00 às 10:00, semanal;HELOISE ASSIS FAZZOLARI;HELOISE ASSIS FAZZOLARI;Resultados da classificação__.pdf
DA1ESZS021-17SB;SISTEMAS DE PROPULSÃO II;SB;"Teoria: terça das 14:00 às 16:00, semanal; quinta das 14:00 às 16:00, semanal";LORETO PIZZUTI;LORETO PIZZUTI;Resultados da classificação__.pdf
DA1ESHT023-17SB;SOCIOLOGIA DOS TERRITÓRIOS;SB;"Teoria: segunda das 10:00 às 12:00, semanal; quinta das 08:00 às 10:00, semanal";LUIS ROBERTO DE PAULA;-;Resultados da classificação__.pdf
DA1BHP0202-19SB;TEMAS E PROBLEMAS EM FILOSOFIA;SB;Teoria: terça das 10:00 às 13:00, semanal;CRISTIANE NEGREIROS ABBUD AYOUB;-;Resultados da classificação__.pdf
DA1ESHP029-14SB;TEORIA E GESTÃO DE ORGANIZAÇÕES PÚBLICAS;SB;"Teoria: terça das 10:00 às 12:00, semanal; sexta das 08:00 às 10:00, semanal";MARCOS VINICIUS PO;-;Resultados da classificação__.pdf
DA1ESHR022-21SB;TEORIAS CLÁSSICAS DAS RELAÇÕES INTERNACIONAIS;SB;"Teoria: terça das 08:00 às 10:00, semanal; quinta das 10:00 às 12:00, semanal";BRUNA MURIEL HUERTAS FUSCALDO;-;Resultados da classificação__.pdf
DA1BHQ0301-15SB;TERRITÓRIO E SOCIEDADE;SB;"Teoria: terça das 08:00 às 10:00, semanal; quinta das 10:00 às 12:00, semanal";RAQUEL DE PADUA PEREIRA;-;Resultados da classificação__.pdf
DA1ESTI003-17SB;TRANSFORMADAS EM SINAIS E SISTEMAS LINEARES;SB;"Teoria: terça das 10:00 às 12:00, semanal; sexta das 08:00 às 10:00, semanal";EDUARDO DOS SANTOS FERREIRA;-;Resultados da classificação__.pdf
DA1ESAE005-23SB;TÉCNICAS DE ANÁLISE ESTRUTURAL;SB;"Teoria: quarta das 08:00 às 10:00, semanal; sexta das 10:00 às 12:00, semanal";MARCELO ARAUJO DA SILVA;MARCELO ARAUJO DA SILVA;Resultados da classificação__.pdf
DA1ESZB008-17SB;TÉCNICAS MODERNAS EM FOTOTERAPIA;SB;"Prática: quinta das 10:00 às 12:00, quinzenal I; quinta das 10:00 às 12:00, quinzenal II; terça das 08:00 às 10:00, semanal";ILKA TIEMY KATO PRATES, PATRICIA APARECIDA DA ANA;ILKA TIEMY KATO PRATES, PATRICIA APARECIDA DA ANA;Resultados da classificação__.pdf
DA1NHH2065-18SB;TÓPICOS DE METAFÍSICA;SB;"Teoria: quarta das 08:00 às 10:00, semanal; sexta das 10:00 às 12:00, semanal";MICHELA BORDIGNON;-;Resultados da classificação__.pdf
DA1ESTS008-17SB;VIBRAÇÕES;SB;"Teoria: terça das 10:00 às 12:00, semanal; sexta das 08:00 às 10:00, semanal";NIVALDO BENEDITO FERREIRA CAMPOS;-;Resultados da classificação__.pdf
DA1ESHR027-21SB;ÁFRICA NAS RELAÇÕES INTERNACIONAIS;SB;"Teoria: terça das 10:00 às 12:00, semanal; sexta das 08:00 às 10:00, semanal";FLAVIO THALES RIBEIRO FRANCISCO;-;Resultados da classificação__.pdf
DA1MCTB001-17SB;ÁLGEBRA LINEAR;SB;"Teoria: terça das 08:00 às 10:00, semanal; quinta das 10:00 às 12:00, semanal; sexta das 08:00 às 10:00, semanal";ALEXANDR KORNEV;-;Resultados da classificação__.pdf
DA2MCTB001-17SB;ÁLGEBRA LINEAR;SB;"Teoria: terça das 08:00 às 10:00, semanal; quinta das 10:00 às 12:00, semanal; sexta das 08:00 às 10:00, semanal";JEAN CARLOS NAKASATO;-;Resultados da classificação__.pdf
DA1NHH2009-13SB;ÉTICA;SB;"Teoria: segunda das 10:00 às 12:00, semanal; quinta das 08:00 às 10:00, semanal";BRUNO NADAI;-;Resultados da classificação__.pdf
DA1BHP0001-15SB;ÉTICA E JUSTIÇA;SB;"Teoria: segunda das 10:00 às 12:00, semanal; quinta das 08:00 às 10:00, semanal";TOMAS ROBERTO TROSTER;-;Resultados da classificação__.pdf
DA1LHT1001-19SB;ESTÁGIO SUPERVISIONADO EM CH I;SB;Prática: quarta das 08:00 às 10:00, semanal;-;JULIANA ROSSI DUCI;Resultados da classificação__.pdf
DA2LHT1001-19SB;ESTÁGIO SUPERVISIONADO EM CH I Turma Cancelada;SB;Teoria: quarta das 08:00 às 10:00, semanal;-;EDEN CORREIA CARLI;Resultados da classificação__.pdf
DA1LHT1005-19SB;ESTÁGIO SUPERVISIONADO EM CH V;SB;Teoria: quarta das 10:00 às 12:00, semanal;-;BARBARA GOMES FLAIRE JORDAO;Resultados da classificação__.pdf
DA1NHLF005-23SB;ESTÁGIO SUPERVISIONADO EM ENSINO DE FILOSOFIA;SB;Prática: terça das 10:00 às 12:00, semanal;-;ANDRE LUIS LA SALVIA;Resultados da classificação__.pdf
DI1ESHR903-18SB;METODOLOGIA DE PESQUISA EM RELAÇÕES INTERNACIONAIS (TCC 1);SB;"Teoria: terça das 08:00 às 10:00, semanal; quinta das 10:00 às 12:00, semanal";FRANCOIS FECTEAU;-;Resultados da classificação__.pdf
DA1ESHC907-18SB;MONOGRAFIA I - TÉCNICAS DE PESQUISA EM ECONOMIA;SB;Teoria: segunda das 08:00 às 10:00, semanal;FERNANDA GRAZIELLA CARDOSO;FERNANDA GRAZIELLA CARDOSO;Resultados da classificação__.pdf
DA1MCCC003-23SA;ALGORITMOS EM GRAFOS;SA;"Teoria: terça das 08:00 às 10:00, semanal; quinta das 10:00 às 12:00, semanal";JAIR DONADELLI JUNIOR;-;Resultados da classificação.pdf
DA1MCZA035-17SA;ALGORITMOS PROBABILÍSTICOS;SA;"Teoria: quarta das 08:00 às 10:00, semanal; sexta das 10:00 às 12:00, semanal";JAIR DONADELLI JUNIOR;-;Resultados da classificação.pdf
DA1NHT3067-15SA;ANÁLISE DE FOURIER E APLICAÇÕES;SA;"Teoria: segunda das 08:00 às 10:00, semanal; quarta das 10:00 às 12:00, semanal";ADRIANO REINALDO VICOTO BENVENHO;-;Resultados da classificação.pdf
DA1ESTU024-17SA;ANÁLISE DE SISTEMAS E MODELAGEM AMBIENTAL;SA;Prática: sexta das 10:00 às 13:00, semanal;ANDREA DE OLIVEIRA CARDOSO;ANDREA DE OLIVEIRA CARDOSO;Resultados da classificação.pdf
DA1ESTE037-17SA;ANÁLISE ECONÔMICA DE PROJETOS ENERGÉTICOS;SA;"Teoria: segunda das 10:00 às 12:00, semanal; quinta das 08:00 às 10:00, semanal";PAULO HENRIQUE DE MELLO SANT ANA;-;Resultados da classificação.pdf
DA1MCTB004-17SA;ANÁLISE NO RN I;SA;"Teoria: segunda das 08:00 às 10:00, semanal; quarta das 10:00 às 12:00, semanal";YINO BETO CUEVA CARRANZA;-;Resultados da classificação.pdf
DA1MCBM003-23SA;APROXIMAÇÃO TEÓRICA E NUMÉRICA I;SA;"Teoria: segunda das 10:00 às 12:00, semanal; quinta das 08:00 às 10:00, semanal";ANDRE PIERRO DE CAMARGO;-;Resultados da classificação.pdf
DA1MCTA004-17SA;ARQUITETURA DE COMPUTADORES;SA;"Teoria: terça das 10:00 às 12:00, semanal; sexta das 08:00 às 10:00, semanal";RODRIGO IZIDORO TININI;-;Resultados da classificação.pdf
